"basisOfRecord","catalogNumber","class","collectionCode","continent","country","datasetID","day","decimalLatitude","decimalLongitude","eventDate","eventTime","family","genus","georeferenceRemarks","institutionCode","kingdom","locality","maximumDepthInMeters","maximumElevationInMeters","minimumDepthInMeters","minimumElevationInMeters","modified","month","occurrenceID","occurrenceStatus","order","phylum","recordedBy","references","samplingProtocol","scientificName","scientificNameAuthorship","scientificNameID","year","id","dataset_id","node_id","depth","date_start","date_mid","date_end","date_year","dropped","absence","marine","brackish","subphylum","infraphylum","parvphylum","gigaclass","superclass","subclass","suborder","subfamily","species","kingdomid","phylumid","subphylumid","infraphylumid","parvphylumid","gigaclassid","superclassid","classid","subclassid","orderid","suborderid","familyid","subfamilyid","genusid","speciesid","aphiaID","originalScientificName","category","bathymetry","shoredistance","sst","sss","datasetName","eventID","geodeticDatum","habitat","license","ownerInstitutionCode","samplingEffort","stateProvince","taxonRank","waterBody","language","organismQuantity","organismQuantityType","type","county","occurrenceRemarks","countryCode","identificationVerificationStatus","institutionID","island","islandGroup","locationAccordingTo","locationID","nameAccordingTo","nameAccordingToID","parentEventID","previousIdentifications","sampleSizeUnit","sampleSizeValue","specificEpithet","taxonomicStatus","verbatimEventDate","verbatimLocality","collectionID","recordNumber","rightsHolder","individualCount","terrestrial","fieldNumber","identifiedBy","coordinateUncertaintyInMeters","accessRights","associatedReferences","associatedSequences","georeferenceSources","higherGeography","otherCatalogNumbers","preparations","bibliographicCitation","dynamicProperties","sex","dateIdentified","identificationRemarks","locationRemarks","footprintSRS","coordinatePrecision","verbatimDepth","dataGeneralizations","georeferenceProtocol","higherClassification","nomenclaturalCode","startDayOfYear","verbatimLatitude","verbatimLongitude","higherGeographyID","verbatimCoordinateSystem","verbatimCoordinates","eventRemarks","fieldNotes","lifeStage","municipality","acceptedNameUsage","acceptedNameUsageID","georeferenceVerificationStatus","georeferencedBy","identificationID","verbatimSRS","taxonID","typeStatus","organismRemarks","footprintWKT"
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"25",20.9659996033,-79.1988677979,"2001-08-25T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,13.9,NA,13.9,NA,NA,"8",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2001","e344f65e-6508-423d-b9b6-e7d6ec12fbf1","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",13.9,998697600000,998697600000,998697600000,2001,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",50,1331,28.13,35.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation",NA,"Teleostei",NA,"SA","Colombia",NA,"13",11.320529,-74.08557383,"2019-12-13",NA,"Serranidae","Mycteroperca",NA,"Instituto de Investigaciones Marinas y Costeras José Benito Vives de Andréis (Invemar)","Animalia","Parque Nacional Natural Tayrona, Bahía Nenguange - Sector expuesto, Estación NEG 2",7,NA,2,NA,NA,"12","INVEMAR:ICTac:AbunPec:NEG-2:2019:S:028339","present","Perciformes","Chordata","Navas Camacho Raul",NA,"Transectos de banda","Mycteroperca bonaci","(Poey, 1860)","urn:lsid:marinespecies.org:taxname:159231","2019","e6990455-81ff-4398-9447-0786d5a8fe71","7140a522-1379-452e-a8a7-8841a96fe656","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",4.5,1576195200000,1576195200000,1576195200000,2019,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-14,13,27.31,35.36,NA,"INVEMAR:ICTac:AbunPec:NEG-2:2019-12-13","WGS84",NA,NA,NA,"10 transectos de banda de 2 x 30","Magdalena","Especie","Mar Caribe",NA,"1","individuos",NA,"Santa Marta",NA,"CO","Verificado","800.250.062-0",NA,NA,"Dato in situ usando GPS | Estandarización político andministrativa Colombia DANE - Divipola | Marine Regions Gazetteer - MRG","http://marineregions.org/mrgid/25303","Froese, R. and D. Pauly. Editors. (2021). FishBase. Mycteroperca bonaci (Poey, 1860). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159231 on 2021-10-04","http://www.marinespecies.org/aphia.php?p=taxdetails&id=159231","INVEMAR:ICTac:AbunPec:NEG","Mycteroperca bonaci","metros cuadrados","60","bonaci","Aceptado","13/12/19","Neguanje expuesto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"28",-17.9815006256,-38.6951675415,"2000-03-28T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,4.1,NA,4.1,NA,NA,"3",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2000","e6f75b4f-80f5-491a-b9e1-50dd4f1fc7f8","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",4.1,954201600000,954201600000,954201600000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",3,145,25.9,37.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"2",-17.9641666412,-38.7033348083,"2000-04-02T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,4.3,NA,4.3,NA,NA,"4",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2000","e70194a2-fa7e-4043-8f8c-dfb220edeb3f","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",4.3,954633600000,954633600000,954633600000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-2,-105,25.9,37.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"19",22.0958824158,-81.5175857544,"2001-03-19T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,10.7,NA,10.7,NA,NA,"3",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2001","e77348b0-c333-4c7a-9af7-23358f3c4e36","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",10.7,9.8496e+11,9.8496e+11,9.8496e+11,2001,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",184,3087,27.93,35.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"6",19.6663837433,-80.1064987183,"1999-06-06T00:34:59Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,10.3,NA,10.3,NA,NA,"6",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","1999","e80f43ea-84de-4329-98d4-db58917c22f3","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",10.3,928627200000,928627200000,928627200000,1999,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-6,95,28.35,35.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation",NA,"Teleostei",NA,"SA","Colombia",NA,"11",11.2958888,-74.1927777,"2019-12-11",NA,"Serranidae","Mycteroperca",NA,"Instituto de Investigaciones Marinas y Costeras José Benito Vives de Andréis (Invemar)","Animalia","Parque Nacional Natural Tayrona, Bahía Granate, Estación GRA 1",12,NA,8,NA,NA,"12","INVEMAR:ICTac:AbunPec:GRA-1:2019:M:032796","present","Perciformes","Chordata","Acosta Chaparro Andres Felipe",NA,"Transectos de banda","Mycteroperca bonaci","(Poey, 1860)","urn:lsid:marinespecies.org:taxname:159231","2019","e90da9a3-2ad9-452d-8523-6bd68ba8f88e","7140a522-1379-452e-a8a7-8841a96fe656","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",10,1576022400000,1576022400000,1576022400000,2019,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-3,46,27.36,35.34,NA,"INVEMAR:ICTac:AbunPec:GRA-1:2019-12-11","WGS84",NA,NA,NA,"10 transectos de banda de 2 x 30","Magdalena","Especie","Mar Caribe",NA,"2","individuos",NA,"Santa Marta",NA,"CO","Verificado","800.250.062-0",NA,NA,"Dato in situ usando GPS | Estandarización político andministrativa Colombia DANE - Divipola | Marine Regions Gazetteer - MRG","http://marineregions.org/mrgid/25303","Froese, R. and D. Pauly. Editors. (2021). FishBase. Mycteroperca bonaci (Poey, 1860). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159231 on 2021-10-04","http://www.marinespecies.org/aphia.php?p=taxdetails&id=159231","INVEMAR:ICTac:AbunPec:GRA","Mycteroperca bonaci","metros cuadrados","60","bonaci","Aceptado","11/12/19","Granate 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"27",22.9150009155,-79.701385498,"2001-05-27T00:32:29Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,15.2,NA,15.2,NA,NA,"5",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2001","e965b035-0725-43ca-a20b-d63423207eb2","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",15.2,990921600000,990921600000,990921600000,2001,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",29,1628,27.41,36.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"5",24.5645999908,-81.393081665,"2003-06-05T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,7.5,NA,7.5,NA,NA,"6",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2003","ea0976e3-8dad-491a-97ca-43440ce905d7","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",7.5,1054771200000,1054771200000,1054771200000,2003,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",5,6289,26.88,36.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation",NA,"Teleostei",NA,"SA","Colombia",NA,"11",13.366,-81.348167,"2017-05-11",NA,"Serranidae","Mycteroperca",NA,"Instituto de Investigaciones Marinas y Costeras José Benito Vives de Andréis (Invemar)","Animalia","Parque Nacional Natural Old Providence and McBean Lagoon, White Shoal, Estación WHI 1",7,NA,2,NA,NA,"05","INVEMAR:ICTac:AbunPec:WHI-1:2017:S:009566","present","Perciformes","Chordata","González Corredor Juan David",NA,"Transectos de banda","Mycteroperca bonaci","(Poey, 1860)","urn:lsid:marinespecies.org:taxname:159231","2017","eba3104d-fb68-4ebd-be2a-ff17215de590","7140a522-1379-452e-a8a7-8841a96fe656","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",4.5,1494460800000,1494460800000,1494460800000,2017,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",185,497,28.14,35.74,NA,"INVEMAR:ICTac:AbunPec:WHI-1:2017-05-11","WGS84",NA,NA,NA,"10 transectos de banda de 2 x 30","Archipiélago de San Andrés, Providencia y Santa Catalina","Especie","Mar Caribe",NA,"1","individuos",NA,"Providencia",NA,"CO","Verificado","800.250.062-0","Providencia","Archipiélago de San Andrés, Providencia y Santa Catalina","Dato in situ usando GPS | Estandarización político andministrativa Colombia DANE - Divipola | Marine Regions Gazetteer - MRG","http://marineregions.org/mrgid/25303","Froese, R. and D. Pauly. Editors. (2021). FishBase. Mycteroperca bonaci (Poey, 1860). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159231 on 2021-10-04","http://www.marinespecies.org/aphia.php?p=taxdetails&id=159231","INVEMAR:ICTac:AbunPec:WHI","Mycteroperca bonaci","metros cuadrados","60","bonaci","Aceptado","11/05/17","White  Shoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation",NA,"Teleostei",NA,"SA","Colombia","INVEMAR:SIMAC:1999","21",11.3298611,-74.1286111,"2017-11-21",NA,"Serranidae","Mycteroperca",NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","Animalia","Parque Nacional Natural Tayrona, Bahía Chengue C2 Estación CHE 2",17,NA,3,NA,NA,"11","INVEMAR:SIMAC:CenPec:CHE-2:2017:M6:042056","present","Perciformes","Chordata","Raul Navas Camacho",NA,"Protocolo SIMAC - Censo abundancia de peces arrecifales","Mycteroperca bonaci","(Poey, 1860)","urn:lsid:marinespecies.org:taxname:159231","2017","eec41058-c539-4dc5-80bb-1268e480b9ed","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",10,1511222400000,1511222400000,1511222400000,2017,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-10,49,27.31,35.36,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2017","INVEMAR:SIMAC:CenPec:CHE-2:2017-11-21","WGS84","Area coralina",NA,NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Magdalena","Especie","Mar Caribe",NA,"1","Individuos",NA,"Santa Marta",NA,"CO","Verificado","800250062-0",NA,NA,NA,"http://marineregions.org/mrgid/25303",NA,NA,"INVEMAR:SIMAC:CenPec:CHE","Mycteroperca bonaci","metros cuadrados","60","bonaci","Válido","2017/11/21","Chengue C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICZN",NA,"""11° 19' 47.4"""" N""","""74° 7' 42.9"""" W""",NA,NA,"""11° 19' 47.4"""" N 74° 7' 42.9"""" W""","Niveles profundidad somero, intermedio, profundo.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"27",21.2994327545,-79.5850296021,"2001-08-27T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,7.7,NA,7.7,NA,NA,"8",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2001","f0af9107-c414-4aef-8fd1-e23d2beb94ce","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",7.7,998870400000,998870400000,998870400000,2001,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",29,17008,28.11,35.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"2",-17.9641666412,-38.7033348083,"2000-04-02T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,4.3,NA,4.3,NA,NA,"4",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2000","f0befbd5-10bd-4843-bdf9-dae15b1bf44c","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",4.3,954633600000,954633600000,954633600000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-2,-105,25.9,37.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"5",11.7421503067,-66.8577194214,"1999-10-05T00:23:37Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,13.7,NA,13.7,NA,NA,"10",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","1999","f1826bf3-2ecc-400f-b835-eb3f95632a7a","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",13.7,939081600000,939081600000,939081600000,1999,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",115,257,27.49,35.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"21",-17.9833335876,-38.6673316956,"2000-03-21T00:23:32Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,6.5,NA,6.5,NA,NA,"3",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2000","f2dc026b-60e6-47f0-bd00-07365909989b","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",6.5,953596800000,953596800000,953596800000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",2,3065,25.9,37.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
