"basisOfRecord","catalogNumber","class","collectionCode","continent","country","datasetID","day","decimalLatitude","decimalLongitude","eventDate","eventTime","family","genus","georeferenceRemarks","institutionCode","kingdom","locality","maximumDepthInMeters","maximumElevationInMeters","minimumDepthInMeters","minimumElevationInMeters","modified","month","occurrenceID","occurrenceStatus","order","phylum","recordedBy","references","samplingProtocol","scientificName","scientificNameAuthorship","scientificNameID","year","id","dataset_id","node_id","depth","date_start","date_mid","date_end","date_year","dropped","absence","marine","brackish","subphylum","infraphylum","parvphylum","gigaclass","superclass","subclass","suborder","subfamily","species","kingdomid","phylumid","subphylumid","infraphylumid","parvphylumid","gigaclassid","superclassid","classid","subclassid","orderid","suborderid","familyid","subfamilyid","genusid","speciesid","aphiaID","originalScientificName","category","bathymetry","shoredistance","sst","sss","datasetName","eventID","geodeticDatum","habitat","license","ownerInstitutionCode","samplingEffort","stateProvince","taxonRank","waterBody","language","organismQuantity","organismQuantityType","type","county","occurrenceRemarks","countryCode","identificationVerificationStatus","institutionID","island","islandGroup","locationAccordingTo","locationID","nameAccordingTo","nameAccordingToID","parentEventID","previousIdentifications","sampleSizeUnit","sampleSizeValue","specificEpithet","taxonomicStatus","verbatimEventDate","verbatimLocality","collectionID","recordNumber","rightsHolder","individualCount","terrestrial","fieldNumber","identifiedBy","coordinateUncertaintyInMeters","accessRights","associatedReferences","associatedSequences","georeferenceSources","higherGeography","otherCatalogNumbers","preparations","bibliographicCitation","dynamicProperties","sex","dateIdentified","identificationRemarks","locationRemarks","footprintSRS","coordinatePrecision","verbatimDepth","dataGeneralizations","georeferenceProtocol","higherClassification","nomenclaturalCode","startDayOfYear","verbatimLatitude","verbatimLongitude","higherGeographyID","verbatimCoordinateSystem","verbatimCoordinates","eventRemarks","fieldNotes","lifeStage","municipality","acceptedNameUsage","acceptedNameUsageID","georeferenceVerificationStatus","georeferencedBy","identificationID","verbatimSRS","taxonID","typeStatus","organismRemarks","footprintWKT"
"HumanObservation",NA,"Teleostei",NA,"SA","Colombia",NA,"11",11.3298611,-74.1286111,"2019-12-11",NA,"Serranidae","Mycteroperca",NA,"Instituto de Investigaciones Marinas y Costeras José Benito Vives de Andréis (Invemar)","Animalia","Parque Nacional Natural Tayrona, Bahía Chengue C2, Estación CHE 2",12,NA,8,NA,NA,"12","INVEMAR:ICTac:AbunPec:CHE-2:2019:M:028192","present","Perciformes","Chordata","Navas Camacho Raul",NA,"Transectos de banda","Mycteroperca bonaci","(Poey, 1860)","urn:lsid:marinespecies.org:taxname:159231","2019","d8e46d71-34c5-4143-8ff1-91c9f0d3490d","7140a522-1379-452e-a8a7-8841a96fe656","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",10,1576022400000,1576022400000,1576022400000,2019,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-10,49,27.31,35.36,NA,"INVEMAR:ICTac:AbunPec:CHE-2:2019-12-11","WGS84",NA,NA,NA,"10 transectos de banda de 2 x 30","Magdalena","Especie","Mar Caribe",NA,"1","individuos",NA,"Santa Marta",NA,"CO","Verificado","800.250.062-0",NA,NA,"Dato in situ usando GPS | Estandarización político andministrativa Colombia DANE - Divipola | Marine Regions Gazetteer - MRG","http://marineregions.org/mrgid/25303","Froese, R. and D. Pauly. Editors. (2021). FishBase. Mycteroperca bonaci (Poey, 1860). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159231 on 2021-10-04","http://www.marinespecies.org/aphia.php?p=taxdetails&id=159231","INVEMAR:ICTac:AbunPec:CHE","Mycteroperca bonaci","metros cuadrados","60","bonaci","Aceptado","11/12/19","Chengue..C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"5",24.6165504456,-81.3910980225,"2003-06-05T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,1.7,NA,1.7,NA,NA,"6",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2003","d8f3dd28-950d-4943-b353-d10d3b89d383","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",1.7,1054771200000,1054771200000,1054771200000,2003,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",5,566,26.83,36.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"6",19.6570167542,-80.088684082,"1999-06-06T00:26:15Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,9.3,NA,9.3,NA,NA,"6",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","1999","d999f439-a595-4129-9b2a-69259f72edbd","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",9.3,928627200000,928627200000,928627200000,1999,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",53,184,28.35,35.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"29",-17.9636669159,-38.7010002136,"2000-03-29T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,5.3,NA,5.3,NA,NA,"3",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2000","dab22f3f-1474-458a-83a0-7e15acc38f24","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",5.3,9.54288e+11,9.54288e+11,9.54288e+11,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-2,-55,25.9,37.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"5",-17.9599990845,-38.7018318176,"2000-04-05T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,4,NA,4,NA,NA,"4",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2000","dafc026c-8742-408e-8c8e-8589daacafc5","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",4,954892800000,954892800000,954892800000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-2,86,25.9,37.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"19",22.1089839935,-81.4835968018,"2001-03-19T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,12.3,NA,12.3,NA,NA,"3",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2001","db3b3245-03b0-41c4-b948-903cbe710ebf","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",12.3,9.8496e+11,9.8496e+11,9.8496e+11,2001,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",148,1113,27.99,35.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"14",16.7226333618,-88.0722503662,"2000-07-14T00:36:39Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,12.8,NA,12.8,NA,NA,"7",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2000","dbbe49bf-d58f-4dc3-b7b9-2c3cacf6883c","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",12.8,963532800000,963532800000,963532800000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",31,8742,28.16,35.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation",NA,"Teleostei",NA,"SA","Colombia","INVEMAR:SIMAC:1999","27",8.6721666,-77.3566666,"2006-07-27",NA,"Serranidae","Mycteroperca",NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","Animalia","Ensenada Sapzurro, Cabo Tiburón M Estación CTI 2",12,NA,9,NA,NA,"07","INVEMAR:SIMAC:CenPec:CTI-2:2006:M1:016206","present","Perciformes","Chordata","Julian Olaya | Katherine Bernal",NA,"Protocolo SIMAC - Censo abundancia de peces arrecifales","Mycteroperca bonaci","(Poey, 1860)","urn:lsid:marinespecies.org:taxname:159231","2006","dc25ea6d-1120-495c-9a11-a0d32da509df","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",10.5,1153958400000,1153958400000,1153958400000,2006,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",9,205,28.33,29.45,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2006","INVEMAR:SIMAC:CenPec:CTI-2:2006-07-27","WGS84","Area coralina",NA,NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Chocó","Especie","Mar Caribe",NA,"1","Individuos",NA,"Acandí",NA,"CO","Verificado","800250062-0",NA,NA,NA,"http://marineregions.org/mrgid/25303",NA,NA,"INVEMAR:SIMAC:CenPec:CTI","Mycteroperca bonaci","metros cuadrados","60","bonaci","Válido","2006/07/27","Cabo Tiburón M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICZN",NA,"""8° 40' 19.7"""" N""","""77° 21' 23.9"""" W""",NA,NA,"""8° 40' 19.7"""" N 77° 21' 23.9"""" W""","Nivel profundidad medio.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",NA,"Capurganá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"10",-17.96733284,-38.6923332214,"2000-04-10T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,3.8,NA,3.8,NA,NA,"4",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2000","dcb8adf8-7383-45b2-a8cd-f0561ea5785d","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",3.8,955324800000,955324800000,955324800000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",4,234,25.9,37.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"1",-17.9624996185,-38.7066650391,"2000-04-01T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,3.4,NA,3.4,NA,NA,"4",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2000","dce696ff-ba42-4237-ad19-d81adf495104","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",3.4,954547200000,954547200000,954547200000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-2,78,25.9,37.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation",NA,"Teleostei",NA,"SA","Colombia",NA,"12",11.3392777,-74.1119444,"2019-12-12",NA,"Serranidae","Mycteroperca",NA,"Instituto de Investigaciones Marinas y Costeras José Benito Vives de Andréis (Invemar)","Animalia","Parque Nacional Natural Tayrona, Bahía Gayraca, Estación GAY 1",12,NA,8,NA,NA,"12","INVEMAR:ICTac:AbunPec:GAY-1:2019:M:030327","present","Perciformes","Chordata","González Corredor Juan David",NA,"Transectos de banda","Mycteroperca bonaci","(Poey, 1860)","urn:lsid:marinespecies.org:taxname:159231","2019","dcfb22c8-9be5-4b86-bcdc-0edd47b4c62d","7140a522-1379-452e-a8a7-8841a96fe656","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",10,1576108800000,1576108800000,1576108800000,2019,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-12,46,27.16,35.37,NA,"INVEMAR:ICTac:AbunPec:GAY-1:2019-12-12","WGS84",NA,NA,NA,"10 transectos de banda de 2 x 30","Magdalena","Especie","Mar Caribe",NA,"1","individuos",NA,"Santa Marta",NA,"CO","Verificado","800.250.062-0",NA,NA,"Dato in situ usando GPS | Estandarización político andministrativa Colombia DANE - Divipola | Marine Regions Gazetteer - MRG","http://marineregions.org/mrgid/25303","Froese, R. and D. Pauly. Editors. (2021). FishBase. Mycteroperca bonaci (Poey, 1860). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159231 on 2021-10-04","http://www.marinespecies.org/aphia.php?p=taxdetails&id=159231","INVEMAR:ICTac:AbunPec:GAY","Mycteroperca bonaci","metros cuadrados","60","bonaci","Aceptado","12/12/19","Gayraca 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation",NA,"Teleostei",NA,"SA","Colombia","INVEMAR:SIMAC:1999","18",11.3256111,-74.1283611,"2013-11-18",NA,"Serranidae","Mycteroperca",NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","Animalia","Parque Nacional Natural Tayrona, Bahía Chengue C1 Estación CHE 1",16,NA,3,NA,NA,"11","INVEMAR:SIMAC:CenPec:CHE-1:2013:M1:036948","present","Perciformes","Chordata","Laura Muñoz Escobar",NA,"Protocolo SIMAC - Censo abundancia de peces arrecifales","Mycteroperca bonaci","(Poey, 1860)","urn:lsid:marinespecies.org:taxname:159231","2013","dd1d713f-da78-4364-80cf-b2e67acf6dc1","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",9.5,1384732800000,1384732800000,1384732800000,2013,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-10,54,27.31,35.36,"Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2013","INVEMAR:SIMAC:CenPec:CHE-1:2013-11-18","WGS84","Area coralina",NA,NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Magdalena","Especie","Mar Caribe",NA,"1","Individuos",NA,"Santa Marta",NA,"CO","Verificado","800250062-0",NA,NA,NA,"http://marineregions.org/mrgid/25303",NA,NA,"INVEMAR:SIMAC:CenPec:CHE","Mycteroperca bonaci","metros cuadrados","60","bonaci","Válido","2013/11/18","Chengue C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICZN",NA,"""11° 19' 32.1"""" N""","""74° 7' 42"""" W""",NA,NA,"""11° 19' 32.1"""" N 74° 7' 42"""" W""","Niveles profundidad somero, medio, profundo. Estación proyecto SIMAC. Monitoreo de temperatura en la parcela intermedia.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"20",17.3521499634,-88.0285644531,"2000-07-20T00:26:27Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,9.3,NA,9.3,NA,NA,"7",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2000","ddead0f3-6fde-4f68-9167-3e6a1ea22212","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",9.3,964051200000,964051200000,964051200000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",28,3966,28.08,35.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"6",19.6663837433,-80.1064987183,"1999-06-06T00:34:59Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,10.3,NA,10.3,NA,NA,"6",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","1999","dfc70fd4-3701-4e1f-ab5a-e78c693557e3","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",10.3,928627200000,928627200000,928627200000,1999,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-6,95,28.35,35.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"6",-17.9613342285,-38.6996650696,"2000-04-06T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,4.4,NA,4.4,NA,NA,"4",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2000","dfffaa3c-69ec-4f19-9485-4b45613b9c5d","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",4.4,954979200000,954979200000,954979200000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",-2,-82,25.9,37.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","agrra_fish","Teleostei","agrra_fish",NA,NA,NA,"28",-17.9815006256,-38.6951675415,"2000-03-28T12:00:00Z",NA,"Serranidae","Mycteroperca",NA,"AGRRA","Animalia",NA,4.1,NA,4.1,NA,NA,"3",NA,NA,"Perciformes","Chordata",NA,NA,NA,"Mycteroperca bonaci",NA,"urn:lsid:marinespecies.org:taxname:159231","2000","e13aee67-e294-45ac-9197-81a34692e304","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",4.1,954201600000,954201600000,954201600000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Serranoidei","Epinephelinae","Mycteroperca bonaci",2,1821,146419,1828,152352,10194,843664,293496,293496,11014,1617140,125561,151758,126069,159231,159231,"Mycteroperca bonaci","NT",3,145,25.9,37.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
