"basisOfRecord","class","country","datasetID","datasetName","decimalLatitude","decimalLongitude","eventDate","eventID","family","genus","geodeticDatum","habitat","kingdom","license","maximumDepthInMeters","maximumElevationInMeters","minimumDepthInMeters","minimumElevationInMeters","modified","occurrenceID","occurrenceStatus","order","ownerInstitutionCode","phylum","references","samplingEffort","samplingProtocol","scientificName","scientificNameAuthorship","scientificNameID","stateProvince","taxonRank","waterBody","id","dataset_id","node_id","depth","date_start","date_mid","date_end","date_year","dropped","absence","marine","brackish","subphylum","infraphylum","parvphylum","gigaclass","superclass","subclass","species","kingdomid","phylumid","subphylumid","infraphylumid","parvphylumid","gigaclassid","superclassid","classid","subclassid","orderid","familyid","genusid","speciesid","aphiaID","originalScientificName","bathymetry","shoredistance","sst","sss","type","locality","recordedBy","collectionID","recordNumber","rightsHolder","catalogNumber","collectionCode","individualCount","institutionCode","coordinateUncertaintyInMeters","terrestrial","year","month","language","countryCode","fieldNumber","verbatimDepth","vernacularName","higherGeography","locationRemarks","nameAccordingTo","specificEpithet","dynamicProperties","occurrenceRemarks","bibliographicCitation","continent","county","day","eventRemarks","fieldNotes","identificationVerificationStatus","institutionID","locationID","nomenclaturalCode","organismQuantity","organismQuantityType","parentEventID","previousIdentifications","sampleSizeUnit","sampleSizeValue","taxonomicStatus","verbatimCoordinates","verbatimEventDate","verbatimLatitude","verbatimLocality","verbatimLongitude","island","islandGroup","municipality","parentNameUsageID","verbatimIdentification","georeferenceProtocol","verbatimCoordinateSystem","eventTime","georeferenceRemarks","identifiedBy","dateIdentified","higherClassification","preparations","associatedReferences","coordinatePrecision","accessRights","georeferenceSources","georeferenceVerificationStatus","georeferencedBy","georeferencedDate","higherGeographyID","identificationRemarks","locationAccordingTo","verbatimSRS","otherCatalogNumbers","startDayOfYear","nameAccordingToID","acceptedNameUsage","footprintWKT","lifeStage","associatedSequences","organismID","taxonID","materialSampleID","associatedMedia","endDayOfYear","informationWithheld","organismRemarks"
"HumanObservation","Teleostei",NA,NA,NA,18.3403491974,-64.7016067505,"2007-06-24T12:48:00Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,NA,NA,NA,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"d02b0282-9ce7-4af9-bfa7-8e524c9d3ba4","a9114765-9e28-4a43-9987-4fd9f398748a","310922b4-9d0c-4de1-92d7-9b442d34765b",NA,1182643200000,1182643200000,1182643200000,2007,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-1,241,27.68,34.94,NA,NA,NA,NA,NA,NA,"VIRG-ST J-0700-0700.3962.18093",NA,NA,"NOAA-CCMA",NA,NA,"2007","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"observedindividualcount=1;","batchcode=VIRG-ST J-0700-0700;survey_index=3962;habitat_structure=HARD;permanent/random=random;management=VICR CBO Study;trophic=I",NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,26.3535003662,-76.9779968262,"1999-08-15T00:30:37Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,8.7,NA,8.7,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"d02ecdea-5c69-4dad-8384-aaf8068b0f3f","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",8.7,934675200000,934675200000,934675200000,1999,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",3,484,26.36,36.46,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"1999","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2002",10.1748611,-75.7706389,"2002-12-16","INVEMAR:SIMAC:CenPec:PAV-1:2002-12-16","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,19,NA,9,NA,NA,"INVEMAR:SIMAC:CenPec:PAV-1:2002:P3:004901","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Bolívar","Especie","Mar Caribe","d0356e75-d35d-4544-be52-618ba2dfcf85","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",14,1039996800000,1039996800000,1039996800000,2002,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",8,107,28.7,35.19,NA,"Parque Nacional Natural Corales del Rosario y San Bernardo, Isla Pavitos Estación PAV 1","Raul Navas Camacho | María Catalina Reyes Nivia",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2002","12",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","Cartagena de Indias","16","Nivel pofundidad somero, medio, profundo.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","2","Individuos","INVEMAR:SIMAC:CenPec:PAV","Bodianus rufus","metros cuadrados","60","Válido","""10° 10' 29.4"""" N 75° 46' 14.3"""" W""","2002/12/16","""10° 10' 29.4"""" N""","Pavitos","""75° 46' 14.3"""" W""","Isla Pavitos","Archipiélago Corales del Rosario y San Bernardo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2008",10.1748611,-75.7706389,"2008-09-03","INVEMAR:SIMAC:CenPec:PAV-1:2008-09-03","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,19,NA,9,NA,NA,"INVEMAR:SIMAC:CenPec:PAV-1:2008:S5:022745","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Bolívar","Especie","Mar Caribe","d03c9ebb-d4c8-4eb8-a573-f3ff89beae95","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",14,1.2204e+12,1.2204e+12,1.2204e+12,2008,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",8,107,28.7,35.19,NA,"Parque Nacional Natural Corales del Rosario y San Bernardo, Isla Pavitos Estación PAV 1","Kelly Gómez Campo | Johanna Calle Triviño",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2008","09",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","Cartagena de Indias","03","Nivel pofundidad somero, medio, profundo.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","2","Individuos","INVEMAR:SIMAC:CenPec:PAV","Bodianus rufus","metros cuadrados","60","Válido","""10° 10' 29.4"""" N 75° 46' 14.3"""" W""","2008/09/03","""10° 10' 29.4"""" N""","Pavitos","""75° 46' 14.3"""" W""","Isla Pavitos","Archipiélago Corales del Rosario y San Bernardo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","United States",NA,NA,32.4500007629,-78.9300003052,"1995-06-08T22:01:30Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,49,NA,49,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,"Atlantic","d042a2d2-9592-4085-982a-a60e27a9639e","d1dd65ec-fc75-480d-ab5d-4a4379603173","310922b4-9d0c-4de1-92d7-9b442d34765b",49,802569600000,802569600000,802569600000,1995,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",58,74093,24.37,36.17,NA,NA,NA,NA,NA,NA,"P05950132324","Chevron Trap Survey","1.0","SCDNR",NA,NA,"1995","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"observedweight=0.288;observedindividualcount=1;",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,17.1550502777,-87.9080352783,"2000-07-13T00:20:37Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,16.6,NA,16.6,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"d08433db-744d-4ae0-b789-7649967ce7ba","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",16.6,963446400000,963446400000,963446400000,2000,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",51,1385,28.08,35.66,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"2000","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,19.9184303284,-71.5773773193,"2004-08-01T00:32:34Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,3.8,NA,3.8,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"d088bf29-f630-4f1e-8889-6c3e646e7fec","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",3.8,1091318400000,1091318400000,1091318400000,2004,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",5,975,27.64,35.77,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"2004","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,17.7173194885,-64.6480865479,"2010-10-26T14:19:48Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,NA,NA,NA,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"d0ac102b-b99a-41af-bca3-c43fcd7a78b3","bbf10b27-f6f8-4258-a07b-9e764bd511f6","310922b4-9d0c-4de1-92d7-9b442d34765b",NA,1288051200000,1288051200000,1288051200000,2010,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-3,677,27.86,34.8,NA,NA,NA,NA,NA,NA,"VIRG-STCS-1000-1000.6090.68509",NA,NA,"NOAA-CCMA",NA,NA,"2010","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"observedindividualcount=1;","batchcode=VIRG-STCS-1000-1000;survey_index=6090;habitat_structure=HARD;permanent/random=random;management=EEMP;trophic=I",NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2003",11.3313611,-74.1169444,"2003-11-10","INVEMAR:SIMAC:CenPec:GAY-2:2003-11-10","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,15,NA,12,NA,NA,"INVEMAR:SIMAC:CenPec:GAY-2:2003:M4:008052","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Magdalena","Especie","Mar Caribe","d0bf5acd-87cd-4892-af4a-45d3100e3292","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",13.5,1068422400000,1068422400000,1068422400000,2003,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-78,50,27.31,35.36,NA,"Parque Nacional Natural Tayrona, Bahía Granate Estación GRA 2","Sonia Bejarano",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2003","11",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","Santa Marta","10","Nivel profundidad intermedio.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","1","Individuos","INVEMAR:SIMAC:CenPec:GAY","Bodianus rufus","metros cuadrados","60","Válido","""11° 19' 52.8"""" N 74° 7' .9"""" W""","2003/11/10","""11° 19' 52.8"""" N""","Gayraca 2","""74° 7' .9"""" W""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei",NA,NA,NA,21.8086338043,-72.2257003784,"1999-08-27T12:00:00Z",NA,"Labridae","Bodianus",NA,NA,"Animalia",NA,17.3,NA,17.3,NA,NA,NA,NA,"Eupercaria incertae sedis",NA,"Chordata",NA,NA,NA,"Bodianus rufus",NA,"urn:lsid:marinespecies.org:taxname:273541",NA,NA,NA,"d0fe3cdb-2e23-49a8-a927-dbdba3812011","e191604f-fe12-424a-9bc7-98100d969515","310922b4-9d0c-4de1-92d7-9b442d34765b",17.3,9.35712e+11,9.35712e+11,9.35712e+11,1999,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",71,2214,27.36,35.86,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish",NA,"AGRRA",NA,NA,"1999","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2003",9.7055278,-75.8661389,"2003-05-16","INVEMAR:SIMAC:CenPec:CEY-1:2003-05-16","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,6,NA,3,NA,NA,"INVEMAR:SIMAC:CenPec:CEY-1:2003:S2:005163","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Bolívar","Especie","Mar Caribe","d1102296-5c02-44a9-b987-f6d755c81629","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",4.5,1053043200000,1053043200000,1053043200000,2003,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",80,1678,28.89,34.82,NA,"Parque Nacional Natural Corales del Rosario y San Bernardo, Ceycen Estación CEY 1","Raul Navas Camacho | Monica Andrea Sepulveda Sanchez",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2003","05",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","Cartagena de Indias","16","Nivel profundidad somero. Intermedio del Pacifico es equivalente a somero del Caribe.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","1","Individuos","INVEMAR:SIMAC:CenPec:CEY","Bodianus rufus","metros cuadrados","60","Válido","""9° 42' 19.9"""" N 75° 51' 58.1"""" W""","2003/05/16","""9° 42' 19.9"""" N""","Ceycen 1","""75° 51' 58.1"""" W""","Isla Ceycen","Archipiélago Corales del Rosario y San Bernardo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2007",11.3298611,-74.1286111,"2007-12-05","INVEMAR:SIMAC:CenPec:CHE-2:2007-12-05","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,17,NA,3,NA,NA,"INVEMAR:SIMAC:CenPec:CHE-2:2007:M1:022044","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Magdalena","Especie","Mar Caribe","d11ec0fa-0c0e-4375-8e2c-8bca0c497e47","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",10,1196812800000,1196812800000,1196812800000,2007,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-10,49,27.31,35.36,NA,"Parque Nacional Natural Tayrona, Bahía Chengue C2 Estación CHE 2","Raul Navas Camacho | Ingrid Vishnoff",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2007","12",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","Santa Marta","05","Niveles profundidad somero, intermedio, profundo.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","2","Individuos","INVEMAR:SIMAC:CenPec:CHE","Bodianus rufus","metros cuadrados","60","Válido","""11° 19' 47.4"""" N 74° 7' 42.9"""" W""","2007/12/05","""11° 19' 47.4"""" N""","Chengue C2","""74° 7' 42.9"""" W""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2011",10.1748611,-75.7706389,"2011-05-14","INVEMAR:SIMAC:CenPec:PAV-1:2011-05-14","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,19,NA,9,NA,NA,"INVEMAR:SIMAC:CenPec:PAV-1:2011:S1:030553","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Bolívar","Especie","Mar Caribe","d11f6bbd-b921-4948-821f-7512d66cd3ba","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",14,1305331200000,1305331200000,1305331200000,2011,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",8,107,28.7,35.19,NA,"Parque Nacional Natural Corales del Rosario y San Bernardo, Isla Pavitos Estación PAV 1","Johanna Carolina Vega Sequeda | Raul Navas Camacho",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2011","05",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","Cartagena de Indias","14","Nivel pofundidad somero, medio, profundo.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","2","Individuos","INVEMAR:SIMAC:CenPec:PAV","Bodianus rufus","metros cuadrados","60","Válido","""10° 10' 29.4"""" N 75° 46' 14.3"""" W""","2011/05/14","""10° 10' 29.4"""" N""","Pavitos","""75° 46' 14.3"""" W""","Isla Pavitos","Archipiélago Corales del Rosario y San Bernardo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HumanObservation","Teleostei","Colombia","INVEMAR:SIMAC:1999","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2003",11.3298611,-74.1286111,"2003-11-19","INVEMAR:SIMAC:CenPec:CHE-2:2003-11-19","Labridae","Bodianus","WGS84","Area coralina","Animalia",NA,17,NA,3,NA,NA,"INVEMAR:SIMAC:CenPec:CHE-2:2003:S8:008748","present","Eupercaria incertae sedis",NA,"Chordata",NA,"5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Bodianus rufus","(Linnaeus, 1758)","urn:lsid:marinespecies.org:taxname:273541","Magdalena","Especie","Mar Caribe","d1428e10-9be0-4181-990b-efc073329896","95dcd908-a6b9-4422-a441-42caa46724f5","d2f71b1b-9138-4aba-ad8f-8327ac3d041e",10,1.0692e+12,1.0692e+12,1.0692e+12,2003,FALSE,FALSE,TRUE,FALSE,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Bodianus rufus",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125541,126017,273541,273541,"Bodianus rufus",-10,49,27.31,35.36,NA,"Parque Nacional Natural Tayrona, Bahía Chengue C2 Estación CHE 2","Manrique Nelson | Manrique Nelson",NA,NA,NA,NA,NA,NA,"Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)",NA,NA,"2003","11",NA,"CO",NA,NA,NA,NA,NA,NA,"rufus",NA,NA,NA,"SA","Santa Marta","19","Niveles profundidad somero, intermedio, profundo.","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","http://marineregions.org/mrgid/25303","ICZN","2","Individuos","INVEMAR:SIMAC:CenPec:CHE","Bodianus rufus","metros cuadrados","60","Válido","""11° 19' 47.4"""" N 74° 7' 42.9"""" W""","2003/11/19","""11° 19' 47.4"""" N""","Chengue C2","""74° 7' 42.9"""" W""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
